filename,fine_grained_class_index,subclass_name,coarse_grained_class_index,superclass_name
img_5558,6,bee,7,insects
img_5559,7,beetle,7,insects
img_5560,67,ray,1,fish
img_5561,60,plain,10,large_natural_outdoor_scenes
img_5562,67,ray,1,fish
img_5563,52,oak_tree,17,trees
img_5564,2,baby,14,people
img_5565,94,wardrobe,6,household_furniture
img_5566,25,couch,6,household_furniture
img_5567,23,cloud,10,large_natural_outdoor_scenes
img_5568,58,pickup_truck,18,vehicles_1
img_5569,65,rabbit,16,small_mammals
img_5570,38,kangaroo,11,large_omnivores_and_herbivores
img_5571,85,tank,19,vehicles_2
img_5572,48,motorcycle,18,vehicles_1
img_5573,82,sunflower,2,flowers
img_5574,21,chimpanzee,11,large_omnivores_and_herbivores
img_5575,55,otter,0,aquatic_mammals
img_5576,69,rocket,19,vehicles_2
img_5577,39,keyboard,5,household_electrical_devices
img_5578,12,bridge,9,large_man-made_outdoor_things
img_5579,29,dinosaur,15,reptiles
img_5580,5,bed,6,household_furniture
img_5581,17,castle,9,large_man-made_outdoor_things
img_5582,87,television,5,household_electrical_devices
img_5583,78,snake,15,reptiles
img_5584,70,rose,2,flowers
img_5585,30,dolphin,0,aquatic_mammals
img_5586,87,television,5,household_electrical_devices
img_5587,94,wardrobe,6,household_furniture
img_5588,75,skunk,12,medium_mammals
img_5589,44,lizard,15,reptiles
img_5590,73,shark,1,fish
img_5591,67,ray,1,fish
img_5592,62,poppy,2,flowers
img_5593,41,lawn_mower,19,vehicles_2
img_5594,1,aquarium_fish,1,fish
img_5595,16,can,3,food_containers
img_5596,85,tank,19,vehicles_2
img_5597,80,squirrel,16,small_mammals
img_5598,29,dinosaur,15,reptiles
img_5599,44,lizard,15,reptiles
img_5600,69,rocket,19,vehicles_2
img_5601,26,crab,13,non-insect_invertebrates
img_5602,46,man,14,people
img_5603,20,chair,6,household_furniture
img_5604,7,beetle,7,insects
img_5605,93,turtle,15,reptiles
img_5606,63,porcupine,12,medium_mammals
img_5607,53,orange,4,fruit_and_vegetables
img_5608,40,lamp,5,household_electrical_devices
img_5609,37,house,9,large_man-made_outdoor_things
img_5610,33,forest,10,large_natural_outdoor_scenes
img_5611,76,skyscraper,9,large_man-made_outdoor_things
img_5612,48,motorcycle,18,vehicles_1
img_5613,63,porcupine,12,medium_mammals
img_5614,84,table,6,household_furniture
img_5615,31,elephant,11,large_omnivores_and_herbivores
img_5616,54,orchid,2,flowers
img_5617,28,cup,3,food_containers
img_5618,72,seal,0,aquatic_mammals
img_5619,34,fox,12,medium_mammals
img_5620,47,maple_tree,17,trees
img_5621,63,porcupine,12,medium_mammals
img_5622,54,orchid,2,flowers
img_5623,35,girl,14,people
img_5624,93,turtle,15,reptiles
img_5625,61,plate,3,food_containers
img_5626,2,baby,14,people
img_5627,51,mushroom,4,fruit_and_vegetables
img_5628,7,beetle,7,insects
img_5629,59,pine_tree,17,trees
img_5630,68,road,9,large_man-made_outdoor_things
img_5631,81,streetcar,19,vehicles_2
img_5632,81,streetcar,19,vehicles_2
img_5633,39,keyboard,5,household_electrical_devices
img_5634,13,bus,18,vehicles_1
img_5635,37,house,9,large_man-made_outdoor_things
img_5636,35,girl,14,people
img_5637,81,streetcar,19,vehicles_2
img_5638,51,mushroom,4,fruit_and_vegetables
img_5639,18,caterpillar,7,insects
img_5640,4,beaver,0,aquatic_mammals
img_5641,23,cloud,10,large_natural_outdoor_scenes
img_5642,93,turtle,15,reptiles
img_5643,94,wardrobe,6,household_furniture
img_5644,77,snail,13,non-insect_invertebrates
img_5645,47,maple_tree,17,trees
img_5646,51,mushroom,4,fruit_and_vegetables
img_5647,5,bed,6,household_furniture
img_5648,90,train,18,vehicles_1
img_5649,86,telephone,5,household_electrical_devices
img_5650,48,motorcycle,18,vehicles_1
img_5651,96,willow_tree,17,trees
img_5652,23,cloud,10,large_natural_outdoor_scenes
img_5653,79,spider,13,non-insect_invertebrates
img_5654,13,bus,18,vehicles_1
img_5655,98,woman,14,people
img_5656,71,sea,10,large_natural_outdoor_scenes
img_5657,60,plain,10,large_natural_outdoor_scenes
img_5658,62,poppy,2,flowers
img_5659,39,keyboard,5,household_electrical_devices
img_5660,68,road,9,large_man-made_outdoor_things
img_5661,52,oak_tree,17,trees
img_5662,14,butterfly,7,insects
img_5663,21,chimpanzee,11,large_omnivores_and_herbivores
img_5664,15,camel,11,large_omnivores_and_herbivores
img_5665,77,snail,13,non-insect_invertebrates
img_5666,94,wardrobe,6,household_furniture
img_5667,73,shark,1,fish
img_5668,70,rose,2,flowers
img_5669,59,pine_tree,17,trees
img_5670,55,otter,0,aquatic_mammals
img_5671,76,skyscraper,9,large_man-made_outdoor_things
img_5672,72,seal,0,aquatic_mammals
img_5673,3,bear,8,large_carnivores
img_5674,18,caterpillar,7,insects
img_5675,0,apple,4,fruit_and_vegetables
img_5676,99,worm,13,non-insect_invertebrates
img_5677,24,cockroach,7,insects
img_5678,56,palm_tree,17,trees
img_5679,0,apple,4,fruit_and_vegetables
img_5680,82,sunflower,2,flowers
img_5681,72,seal,0,aquatic_mammals
img_5682,37,house,9,large_man-made_outdoor_things
img_5683,20,chair,6,household_furniture
img_5684,54,orchid,2,flowers
img_5685,11,boy,14,people
img_5686,9,bottle,3,food_containers
img_5687,86,telephone,5,household_electrical_devices
img_5688,65,rabbit,16,small_mammals
img_5689,78,snake,15,reptiles
img_5690,22,clock,5,household_electrical_devices
img_5691,48,motorcycle,18,vehicles_1
img_5692,1,aquarium_fish,1,fish
img_5693,33,forest,10,large_natural_outdoor_scenes
img_5694,77,snail,13,non-insect_invertebrates
img_5695,49,mountain,10,large_natural_outdoor_scenes
img_5696,89,tractor,19,vehicles_2
img_5697,36,hamster,16,small_mammals
img_5698,42,leopard,8,large_carnivores
img_5699,20,chair,6,household_furniture
img_5700,2,baby,14,people
img_5701,32,flatfish,1,fish
img_5702,87,television,5,household_electrical_devices
img_5703,71,sea,10,large_natural_outdoor_scenes
img_5704,36,hamster,16,small_mammals
img_5705,95,whale,0,aquatic_mammals
img_5706,27,crocodile,15,reptiles
img_5707,36,hamster,16,small_mammals
img_5708,54,orchid,2,flowers
img_5709,92,tulip,2,flowers
img_5710,88,tiger,8,large_carnivores
img_5711,6,bee,7,insects
img_5712,31,elephant,11,large_omnivores_and_herbivores
img_5713,54,orchid,2,flowers
img_5714,32,flatfish,1,fish
img_5715,58,pickup_truck,18,vehicles_1
img_5716,10,bowl,3,food_containers
img_5717,64,possum,12,medium_mammals
img_5718,93,turtle,15,reptiles
img_5719,3,bear,8,large_carnivores
img_5720,55,otter,0,aquatic_mammals
img_5721,49,mountain,10,large_natural_outdoor_scenes
img_5722,56,palm_tree,17,trees
img_5723,33,forest,10,large_natural_outdoor_scenes
img_5724,99,worm,13,non-insect_invertebrates
img_5725,62,poppy,2,flowers
img_5726,34,fox,12,medium_mammals
img_5727,53,orange,4,fruit_and_vegetables
img_5728,17,castle,9,large_man-made_outdoor_things
img_5729,93,turtle,15,reptiles
img_5730,66,raccoon,12,medium_mammals
img_5731,0,apple,4,fruit_and_vegetables
img_5732,58,pickup_truck,18,vehicles_1
img_5733,4,beaver,0,aquatic_mammals
img_5734,37,house,9,large_man-made_outdoor_things
img_5735,1,aquarium_fish,1,fish
img_5736,58,pickup_truck,18,vehicles_1
img_5737,66,raccoon,12,medium_mammals
img_5738,58,pickup_truck,18,vehicles_1
img_5739,88,tiger,8,large_carnivores
img_5740,39,keyboard,5,household_electrical_devices
img_5741,40,lamp,5,household_electrical_devices
img_5742,82,sunflower,2,flowers
img_5743,68,road,9,large_man-made_outdoor_things
img_5744,4,beaver,0,aquatic_mammals
img_5745,55,otter,0,aquatic_mammals
img_5746,65,rabbit,16,small_mammals
img_5747,72,seal,0,aquatic_mammals
img_5748,13,bus,18,vehicles_1
img_5749,17,castle,9,large_man-made_outdoor_things
img_5750,30,dolphin,0,aquatic_mammals
img_5751,67,ray,1,fish
img_5752,50,mouse,16,small_mammals
img_5753,1,aquarium_fish,1,fish
img_5754,59,pine_tree,17,trees
img_5755,73,shark,1,fish
img_5756,58,pickup_truck,18,vehicles_1
img_5757,90,train,18,vehicles_1
img_5758,56,palm_tree,17,trees
img_5759,44,lizard,15,reptiles
img_5760,16,can,3,food_containers
img_5761,32,flatfish,1,fish
img_5762,15,camel,11,large_omnivores_and_herbivores
img_5763,90,train,18,vehicles_1
img_5764,99,worm,13,non-insect_invertebrates
img_5765,56,palm_tree,17,trees
img_5766,40,lamp,5,household_electrical_devices
img_5767,63,porcupine,12,medium_mammals
img_5768,22,clock,5,household_electrical_devices
img_5769,2,baby,14,people
img_5770,14,butterfly,7,insects
img_5771,72,seal,0,aquatic_mammals
img_5772,76,skyscraper,9,large_man-made_outdoor_things
img_5773,73,shark,1,fish
img_5774,2,baby,14,people
img_5775,79,spider,13,non-insect_invertebrates
img_5776,5,bed,6,household_furniture
img_5777,39,keyboard,5,household_electrical_devices
img_5778,12,bridge,9,large_man-made_outdoor_things
img_5779,43,lion,8,large_carnivores
img_5780,91,trout,1,fish
img_5781,97,wolf,8,large_carnivores
img_5782,80,squirrel,16,small_mammals
img_5783,65,rabbit,16,small_mammals
img_5784,62,poppy,2,flowers
img_5785,33,forest,10,large_natural_outdoor_scenes
img_5786,86,telephone,5,household_electrical_devices
img_5787,66,raccoon,12,medium_mammals
img_5788,24,cockroach,7,insects
img_5789,62,poppy,2,flowers
img_5790,49,mountain,10,large_natural_outdoor_scenes
img_5791,30,dolphin,0,aquatic_mammals
img_5792,24,cockroach,7,insects
img_5793,73,shark,1,fish
img_5794,31,elephant,11,large_omnivores_and_herbivores
img_5795,55,otter,0,aquatic_mammals
img_5796,59,pine_tree,17,trees
img_5797,46,man,14,people
img_5798,11,boy,14,people
img_5799,20,chair,6,household_furniture
img_5800,83,sweet_pepper,4,fruit_and_vegetables
img_5801,80,squirrel,16,small_mammals
img_5802,38,kangaroo,11,large_omnivores_and_herbivores
img_5803,30,dolphin,0,aquatic_mammals
img_5804,93,turtle,15,reptiles
img_5805,65,rabbit,16,small_mammals
img_5806,41,lawn_mower,19,vehicles_2
img_5807,0,apple,4,fruit_and_vegetables
img_5808,35,girl,14,people
img_5809,54,orchid,2,flowers
img_5810,9,bottle,3,food_containers
img_5811,16,can,3,food_containers
img_5812,87,television,5,household_electrical_devices
img_5813,81,streetcar,19,vehicles_2
img_5814,12,bridge,9,large_man-made_outdoor_things
img_5815,49,mountain,10,large_natural_outdoor_scenes
img_5816,60,plain,10,large_natural_outdoor_scenes
img_5817,81,streetcar,19,vehicles_2
img_5818,89,tractor,19,vehicles_2
img_5819,42,leopard,8,large_carnivores
img_5820,51,mushroom,4,fruit_and_vegetables
img_5821,36,hamster,16,small_mammals
img_5822,59,pine_tree,17,trees
img_5823,92,tulip,2,flowers
img_5824,7,beetle,7,insects
img_5825,94,wardrobe,6,household_furniture
img_5826,80,squirrel,16,small_mammals
img_5827,56,palm_tree,17,trees
img_5828,37,house,9,large_man-made_outdoor_things
img_5829,63,porcupine,12,medium_mammals
img_5830,74,shrew,16,small_mammals
img_5831,46,man,14,people
img_5832,34,fox,12,medium_mammals
img_5833,88,tiger,8,large_carnivores
img_5834,85,tank,19,vehicles_2
img_5835,24,cockroach,7,insects
img_5836,28,cup,3,food_containers
img_5837,56,palm_tree,17,trees
img_5838,51,mushroom,4,fruit_and_vegetables
img_5839,41,lawn_mower,19,vehicles_2
img_5840,62,poppy,2,flowers
img_5841,7,beetle,7,insects
img_5842,6,bee,7,insects
img_5843,38,kangaroo,11,large_omnivores_and_herbivores
img_5844,26,crab,13,non-insect_invertebrates
img_5845,22,clock,5,household_electrical_devices
img_5846,52,oak_tree,17,trees
img_5847,32,flatfish,1,fish
img_5848,70,rose,2,flowers
img_5849,28,cup,3,food_containers
img_5850,96,willow_tree,17,trees
img_5851,44,lizard,15,reptiles
img_5852,57,pear,4,fruit_and_vegetables
img_5853,13,bus,18,vehicles_1
img_5854,47,maple_tree,17,trees
img_5855,8,bicycle,18,vehicles_1
img_5856,73,shark,1,fish
img_5857,17,castle,9,large_man-made_outdoor_things
img_5858,14,butterfly,7,insects
img_5859,18,caterpillar,7,insects
img_5860,91,trout,1,fish
img_5861,82,sunflower,2,flowers
img_5862,19,cattle,11,large_omnivores_and_herbivores
img_5863,57,pear,4,fruit_and_vegetables
img_5864,71,sea,10,large_natural_outdoor_scenes
img_5865,16,can,3,food_containers
img_5866,54,orchid,2,flowers
img_5867,7,beetle,7,insects
img_5868,52,oak_tree,17,trees
img_5869,26,crab,13,non-insect_invertebrates
img_5870,50,mouse,16,small_mammals
img_5871,81,streetcar,19,vehicles_2
img_5872,74,shrew,16,small_mammals
img_5873,50,mouse,16,small_mammals
img_5874,74,shrew,16,small_mammals
img_5875,71,sea,10,large_natural_outdoor_scenes
img_5876,85,tank,19,vehicles_2
img_5877,8,bicycle,18,vehicles_1
img_5878,31,elephant,11,large_omnivores_and_herbivores
img_5879,28,cup,3,food_containers
img_5880,17,castle,9,large_man-made_outdoor_things
img_5881,26,crab,13,non-insect_invertebrates
img_5882,10,bowl,3,food_containers
img_5883,93,turtle,15,reptiles
img_5884,16,can,3,food_containers
img_5885,0,apple,4,fruit_and_vegetables
img_5886,37,house,9,large_man-made_outdoor_things
img_5887,26,crab,13,non-insect_invertebrates
img_5888,71,sea,10,large_natural_outdoor_scenes
img_5889,34,fox,12,medium_mammals
img_5890,50,mouse,16,small_mammals
img_5891,99,worm,13,non-insect_invertebrates
img_5892,44,lizard,15,reptiles
img_5893,58,pickup_truck,18,vehicles_1
img_5894,16,can,3,food_containers
img_5895,8,bicycle,18,vehicles_1
img_5896,34,fox,12,medium_mammals
img_5897,35,girl,14,people
img_5898,86,telephone,5,household_electrical_devices
img_5899,41,lawn_mower,19,vehicles_2
img_5900,0,apple,4,fruit_and_vegetables
img_5901,19,cattle,11,large_omnivores_and_herbivores
img_5902,44,lizard,15,reptiles
img_5903,46,man,14,people
img_5904,6,bee,7,insects
img_5905,42,leopard,8,large_carnivores
img_5906,62,poppy,2,flowers
img_5907,73,shark,1,fish
img_5908,31,elephant,11,large_omnivores_and_herbivores
img_5909,73,shark,1,fish
img_5910,62,poppy,2,flowers
img_5911,97,wolf,8,large_carnivores
img_5912,97,wolf,8,large_carnivores
img_5913,0,apple,4,fruit_and_vegetables
img_5914,57,pear,4,fruit_and_vegetables
img_5915,19,cattle,11,large_omnivores_and_herbivores
img_5916,46,man,14,people
img_5917,53,orange,4,fruit_and_vegetables
img_5918,69,rocket,19,vehicles_2
img_5919,47,maple_tree,17,trees
img_5920,13,bus,18,vehicles_1
img_5921,84,table,6,household_furniture
img_5922,67,ray,1,fish
img_5923,43,lion,8,large_carnivores
img_5924,80,squirrel,16,small_mammals
img_5925,59,pine_tree,17,trees
img_5926,20,chair,6,household_furniture
img_5927,76,skyscraper,9,large_man-made_outdoor_things
img_5928,65,rabbit,16,small_mammals
img_5929,79,spider,13,non-insect_invertebrates
img_5930,99,worm,13,non-insect_invertebrates
img_5931,62,poppy,2,flowers
img_5932,58,pickup_truck,18,vehicles_1
img_5933,55,otter,0,aquatic_mammals
img_5934,26,crab,13,non-insect_invertebrates
img_5935,1,aquarium_fish,1,fish
img_5936,46,man,14,people
img_5937,90,train,18,vehicles_1
img_5938,66,raccoon,12,medium_mammals
img_5939,69,rocket,19,vehicles_2
img_5940,39,keyboard,5,household_electrical_devices
img_5941,71,sea,10,large_natural_outdoor_scenes
img_5942,88,tiger,8,large_carnivores
img_5943,6,bee,7,insects
img_5944,51,mushroom,4,fruit_and_vegetables
img_5945,34,fox,12,medium_mammals
img_5946,31,elephant,11,large_omnivores_and_herbivores
img_5947,80,squirrel,16,small_mammals
img_5948,67,ray,1,fish
img_5949,78,snake,15,reptiles
img_5950,84,table,6,household_furniture
img_5951,23,cloud,10,large_natural_outdoor_scenes
img_5952,23,cloud,10,large_natural_outdoor_scenes
img_5953,68,road,9,large_man-made_outdoor_things
img_5954,74,shrew,16,small_mammals
img_5955,78,snake,15,reptiles
img_5956,78,snake,15,reptiles
img_5957,86,telephone,5,household_electrical_devices
img_5958,1,aquarium_fish,1,fish
img_5959,61,plate,3,food_containers
img_5960,2,baby,14,people
img_5961,72,seal,0,aquatic_mammals
img_5962,32,flatfish,1,fish
img_5963,64,possum,12,medium_mammals
img_5964,43,lion,8,large_carnivores
img_5965,60,plain,10,large_natural_outdoor_scenes
img_5966,27,crocodile,15,reptiles
img_5967,62,poppy,2,flowers
img_5968,91,trout,1,fish
img_5969,81,streetcar,19,vehicles_2
img_5970,64,possum,12,medium_mammals
img_5971,35,girl,14,people
img_5972,32,flatfish,1,fish
img_5973,91,trout,1,fish
img_5974,85,tank,19,vehicles_2
img_5975,70,rose,2,flowers
img_5976,28,cup,3,food_containers
img_5977,59,pine_tree,17,trees
img_5978,22,clock,5,household_electrical_devices
img_5979,43,lion,8,large_carnivores
img_5980,35,girl,14,people
img_5981,9,bottle,3,food_containers
img_5982,74,shrew,16,small_mammals
img_5983,84,table,6,household_furniture
img_5984,72,seal,0,aquatic_mammals
img_5985,81,streetcar,19,vehicles_2
img_5986,95,whale,0,aquatic_mammals
img_5987,16,can,3,food_containers
img_5988,25,couch,6,household_furniture
img_5989,12,bridge,9,large_man-made_outdoor_things
img_5990,24,cockroach,7,insects
img_5991,61,plate,3,food_containers
img_5992,50,mouse,16,small_mammals
img_5993,9,bottle,3,food_containers
img_5994,8,bicycle,18,vehicles_1
img_5995,20,chair,6,household_furniture
img_5996,11,boy,14,people
img_5997,49,mountain,10,large_natural_outdoor_scenes
img_5998,0,apple,4,fruit_and_vegetables
img_5999,55,otter,0,aquatic_mammals
img_6000,31,elephant,11,large_omnivores_and_herbivores
img_6001,18,caterpillar,7,insects
img_6002,35,girl,14,people
img_6003,23,cloud,10,large_natural_outdoor_scenes
img_6004,47,maple_tree,17,trees
img_6005,47,maple_tree,17,trees
img_6006,30,dolphin,0,aquatic_mammals
img_6007,88,tiger,8,large_carnivores
img_6008,32,flatfish,1,fish
img_6009,40,lamp,5,household_electrical_devices
img_6010,97,wolf,8,large_carnivores
img_6011,17,castle,9,large_man-made_outdoor_things
img_6012,81,streetcar,19,vehicles_2
img_6013,76,skyscraper,9,large_man-made_outdoor_things
img_6014,62,poppy,2,flowers
img_6015,39,keyboard,5,household_electrical_devices
img_6016,72,seal,0,aquatic_mammals
img_6017,95,whale,0,aquatic_mammals
img_6018,9,bottle,3,food_containers
img_6019,30,dolphin,0,aquatic_mammals
img_6020,86,telephone,5,household_electrical_devices
img_6021,98,woman,14,people
img_6022,48,motorcycle,18,vehicles_1
img_6023,11,boy,14,people
img_6024,88,tiger,8,large_carnivores
img_6025,9,bottle,3,food_containers
img_6026,88,tiger,8,large_carnivores
img_6027,21,chimpanzee,11,large_omnivores_and_herbivores
img_6028,36,hamster,16,small_mammals
img_6029,55,otter,0,aquatic_mammals
img_6030,82,sunflower,2,flowers
img_6031,40,lamp,5,household_electrical_devices
img_6032,47,maple_tree,17,trees
img_6033,10,bowl,3,food_containers
img_6034,61,plate,3,food_containers
img_6035,92,tulip,2,flowers
img_6036,93,turtle,15,reptiles
img_6037,15,camel,11,large_omnivores_and_herbivores
img_6038,54,orchid,2,flowers
img_6039,88,tiger,8,large_carnivores
img_6040,33,forest,10,large_natural_outdoor_scenes
img_6041,35,girl,14,people
img_6042,39,keyboard,5,household_electrical_devices
img_6043,70,rose,2,flowers
img_6044,15,camel,11,large_omnivores_and_herbivores
img_6045,36,hamster,16,small_mammals
img_6046,94,wardrobe,6,household_furniture
img_6047,70,rose,2,flowers
img_6048,96,willow_tree,17,trees
img_6049,70,rose,2,flowers
img_6050,92,tulip,2,flowers
img_6051,16,can,3,food_containers
img_6052,3,bear,8,large_carnivores
img_6053,86,telephone,5,household_electrical_devices
img_6054,71,sea,10,large_natural_outdoor_scenes
img_6055,42,leopard,8,large_carnivores
img_6056,99,worm,13,non-insect_invertebrates
img_6057,16,can,3,food_containers
img_6058,46,man,14,people
img_6059,28,cup,3,food_containers
img_6060,98,woman,14,people
img_6061,42,leopard,8,large_carnivores
img_6062,17,castle,9,large_man-made_outdoor_things
img_6063,89,tractor,19,vehicles_2
img_6064,14,butterfly,7,insects
img_6065,57,pear,4,fruit_and_vegetables
img_6066,81,streetcar,19,vehicles_2
img_6067,74,shrew,16,small_mammals
img_6068,4,beaver,0,aquatic_mammals
img_6069,10,bowl,3,food_containers
img_6070,81,streetcar,19,vehicles_2
img_6071,40,lamp,5,household_electrical_devices
img_6072,49,mountain,10,large_natural_outdoor_scenes
img_6073,29,dinosaur,15,reptiles
img_6074,87,television,5,household_electrical_devices
img_6075,58,pickup_truck,18,vehicles_1
img_6076,36,hamster,16,small_mammals
img_6077,65,rabbit,16,small_mammals
img_6078,83,sweet_pepper,4,fruit_and_vegetables
img_6079,10,bowl,3,food_containers
img_6080,34,fox,12,medium_mammals
img_6081,12,bridge,9,large_man-made_outdoor_things
img_6082,5,bed,6,household_furniture
img_6083,17,castle,9,large_man-made_outdoor_things
img_6084,29,dinosaur,15,reptiles
img_6085,80,squirrel,16,small_mammals
img_6086,80,squirrel,16,small_mammals
img_6087,6,bee,7,insects
img_6088,65,rabbit,16,small_mammals
img_6089,9,bottle,3,food_containers
img_6090,55,otter,0,aquatic_mammals
img_6091,38,kangaroo,11,large_omnivores_and_herbivores
img_6092,88,tiger,8,large_carnivores
img_6093,28,cup,3,food_containers
img_6094,43,lion,8,large_carnivores
img_6095,57,pear,4,fruit_and_vegetables
img_6096,50,mouse,16,small_mammals
img_6097,99,worm,13,non-insect_invertebrates
img_6098,20,chair,6,household_furniture
img_6099,0,apple,4,fruit_and_vegetables
img_6100,32,flatfish,1,fish
img_6101,90,train,18,vehicles_1
img_6102,70,rose,2,flowers
img_6103,14,butterfly,7,insects
img_6104,31,elephant,11,large_omnivores_and_herbivores
img_6105,88,tiger,8,large_carnivores
img_6106,56,palm_tree,17,trees
img_6107,23,cloud,10,large_natural_outdoor_scenes
img_6108,71,sea,10,large_natural_outdoor_scenes
img_6109,4,beaver,0,aquatic_mammals
img_6110,11,boy,14,people
img_6111,4,beaver,0,aquatic_mammals
img_6112,39,keyboard,5,household_electrical_devices
img_6113,66,raccoon,12,medium_mammals
img_6114,96,willow_tree,17,trees
img_6115,63,porcupine,12,medium_mammals
img_6116,13,bus,18,vehicles_1
img_6117,39,keyboard,5,household_electrical_devices
img_6118,27,crocodile,15,reptiles
img_6119,31,elephant,11,large_omnivores_and_herbivores
img_6120,84,table,6,household_furniture
img_6121,7,beetle,7,insects
img_6122,37,house,9,large_man-made_outdoor_things
img_6123,18,caterpillar,7,insects
img_6124,43,lion,8,large_carnivores
img_6125,96,willow_tree,17,trees
img_6126,2,baby,14,people
img_6127,6,bee,7,insects
img_6128,59,pine_tree,17,trees
img_6129,78,snake,15,reptiles
img_6130,19,cattle,11,large_omnivores_and_herbivores
img_6131,39,keyboard,5,household_electrical_devices
img_6132,97,wolf,8,large_carnivores
img_6133,6,bee,7,insects
img_6134,39,keyboard,5,household_electrical_devices
img_6135,77,snail,13,non-insect_invertebrates
img_6136,74,shrew,16,small_mammals
img_6137,52,oak_tree,17,trees
img_6138,5,bed,6,household_furniture
img_6139,61,plate,3,food_containers
img_6140,21,chimpanzee,11,large_omnivores_and_herbivores
img_6141,20,chair,6,household_furniture
img_6142,50,mouse,16,small_mammals
img_6143,65,rabbit,16,small_mammals
img_6144,48,motorcycle,18,vehicles_1
img_6145,39,keyboard,5,household_electrical_devices
img_6146,14,butterfly,7,insects
img_6147,74,shrew,16,small_mammals
img_6148,36,hamster,16,small_mammals
img_6149,12,bridge,9,large_man-made_outdoor_things
img_6150,93,turtle,15,reptiles
img_6151,43,lion,8,large_carnivores
img_6152,51,mushroom,4,fruit_and_vegetables
img_6153,79,spider,13,non-insect_invertebrates
img_6154,78,snake,15,reptiles
img_6155,6,bee,7,insects
img_6156,4,beaver,0,aquatic_mammals
img_6157,36,hamster,16,small_mammals
img_6158,32,flatfish,1,fish
img_6159,25,couch,6,household_furniture
img_6160,97,wolf,8,large_carnivores
img_6161,94,wardrobe,6,household_furniture
img_6162,34,fox,12,medium_mammals
img_6163,34,fox,12,medium_mammals
img_6164,59,pine_tree,17,trees
img_6165,22,clock,5,household_electrical_devices
img_6166,16,can,3,food_containers
img_6167,70,rose,2,flowers
img_6168,9,bottle,3,food_containers
img_6169,25,couch,6,household_furniture
img_6170,77,snail,13,non-insect_invertebrates
img_6171,74,shrew,16,small_mammals
img_6172,17,castle,9,large_man-made_outdoor_things
img_6173,28,cup,3,food_containers
img_6174,47,maple_tree,17,trees
img_6175,43,lion,8,large_carnivores
img_6176,13,bus,18,vehicles_1
img_6177,50,mouse,16,small_mammals
img_6178,97,wolf,8,large_carnivores
img_6179,49,mountain,10,large_natural_outdoor_scenes
img_6180,78,snake,15,reptiles
img_6181,68,road,9,large_man-made_outdoor_things
img_6182,99,worm,13,non-insect_invertebrates
img_6183,52,oak_tree,17,trees
img_6184,28,cup,3,food_containers
img_6185,80,squirrel,16,small_mammals
img_6186,43,lion,8,large_carnivores
img_6187,23,cloud,10,large_natural_outdoor_scenes
img_6188,23,cloud,10,large_natural_outdoor_scenes
img_6189,55,otter,0,aquatic_mammals
img_6190,74,shrew,16,small_mammals
img_6191,87,television,5,household_electrical_devices
img_6192,50,mouse,16,small_mammals
img_6193,5,bed,6,household_furniture
img_6194,51,mushroom,4,fruit_and_vegetables
img_6195,63,porcupine,12,medium_mammals
img_6196,2,baby,14,people
img_6197,57,pear,4,fruit_and_vegetables
img_6198,99,worm,13,non-insect_invertebrates
img_6199,53,orange,4,fruit_and_vegetables
img_6200,85,tank,19,vehicles_2
img_6201,74,shrew,16,small_mammals
img_6202,72,seal,0,aquatic_mammals
img_6203,75,skunk,12,medium_mammals
img_6204,94,wardrobe,6,household_furniture
img_6205,95,whale,0,aquatic_mammals
img_6206,40,lamp,5,household_electrical_devices
img_6207,33,forest,10,large_natural_outdoor_scenes
img_6208,49,mountain,10,large_natural_outdoor_scenes
img_6209,64,possum,12,medium_mammals
img_6210,8,bicycle,18,vehicles_1
img_6211,37,house,9,large_man-made_outdoor_things
img_6212,0,apple,4,fruit_and_vegetables
img_6213,86,telephone,5,household_electrical_devices
img_6214,9,bottle,3,food_containers
img_6215,51,mushroom,4,fruit_and_vegetables
img_6216,40,lamp,5,household_electrical_devices
img_6217,9,bottle,3,food_containers
img_6218,39,keyboard,5,household_electrical_devices
img_6219,70,rose,2,flowers
img_6220,96,willow_tree,17,trees
img_6221,44,lizard,15,reptiles
img_6222,62,poppy,2,flowers
img_6223,32,flatfish,1,fish
img_6224,61,plate,3,food_containers
img_6225,35,girl,14,people
img_6226,8,bicycle,18,vehicles_1
img_6227,2,baby,14,people
img_6228,66,raccoon,12,medium_mammals
img_6229,66,raccoon,12,medium_mammals
img_6230,46,man,14,people
img_6231,73,shark,1,fish
img_6232,56,palm_tree,17,trees
img_6233,20,chair,6,household_furniture
img_6234,95,whale,0,aquatic_mammals
img_6235,68,road,9,large_man-made_outdoor_things
img_6236,52,oak_tree,17,trees
img_6237,94,wardrobe,6,household_furniture
img_6238,22,clock,5,household_electrical_devices
img_6239,9,bottle,3,food_containers
img_6240,23,cloud,10,large_natural_outdoor_scenes
img_6241,11,boy,14,people
img_6242,55,otter,0,aquatic_mammals
img_6243,44,lizard,15,reptiles
img_6244,47,maple_tree,17,trees
img_6245,20,chair,6,household_furniture
img_6246,17,castle,9,large_man-made_outdoor_things
img_6247,11,boy,14,people
img_6248,73,shark,1,fish
img_6249,96,willow_tree,17,trees
img_6250,60,plain,10,large_natural_outdoor_scenes
img_6251,28,cup,3,food_containers
img_6252,10,bowl,3,food_containers
